mt-Tf	mt-Tf
mt-Rnr1	mt-Rnr1
mt-Tv	mt-Tv
mt-Rnr2	mt-Rnr2
mt-Tl1	mt-Tl1
mt-Nd1	mt-Nd1
mt-Ti	mt-Ti
mt-Tq	mt-Tq
mt-Tm	mt-Tm
mt-Nd2	mt-Nd2
mt-Tw	mt-Tw
mt-Ta	mt-Ta
mt-Tn	mt-Tn
mt-Tc	mt-Tc
mt-Ty	mt-Ty
mt-Co1	mt-Co1
mt-Ts1	mt-Ts1
mt-Td	mt-Td
mt-Co2	mt-Co2
mt-Tk	mt-Tk
mt-Atp8	mt-Atp8
mt-Atp6	mt-Atp6
mt-Co3	mt-Co3
mt-Tg	mt-Tg
mt-Nd3	mt-Nd3
mt-Tr	mt-Tr
mt-Nd4l	mt-Nd4l
mt-Nd4	mt-Nd4
mt-Th	mt-Th
mt-Ts2	mt-Ts2
mt-Tl2	mt-Tl2
mt-Nd5	mt-Nd5
mt-Nd6	mt-Nd6
mt-Te	mt-Te
mt-Cytb	mt-Cytb
mt-Tt	mt-Tt
mt-Tp	mt-Tp
Vmn1r186	Vmn1r186
Csprs	Csprs
Gm16367	Gm16367
Gm28489	Gm28489
Gm21867	Gm21867
Gm29448	Gm29448
Gm20816	Gm20816
Gm29447	Gm29447
Gm29446	Gm29446
Gm29452	Gm29452
Gm29451	Gm29451
Gm20817	Gm20817
Gm28633	Gm28633
Gm21562	Gm21562
Gm29410	Gm29410
Gm28298	Gm28298
Gm21572	Gm21572
Gm28297	Gm28297
Gm21753	Gm21753
Gm21723	Gm21723
Gm28462	Gm28462
Gm28296	Gm28296
Gm21821	Gm21821
Gm28295	Gm28295
Gm29134	Gm29134
Gm28303	Gm28303
Gm28304	Gm28304
Gm28824	Gm28824
Gm21810	Gm21810
Gm21916	Gm21916
Gm29191	Gm29191
Gm28210	Gm28210
Gm29074	Gm29074
Gm28211	Gm28211
Gm28518	Gm28518
Gm28519	Gm28519
Gm28520	Gm28520
Gm21626	Gm21626
Gm28433	Gm28433
Gm28521	Gm28521
Gm28431	Gm28431
Gm21633	Gm21633
Gm28432	Gm28432
Gm28522	Gm28522
Gm21745	Gm21745
Gm28517	Gm28517
Gm29532	Gm29532
Gm29531	Gm29531
Gm28464	Gm28464
Gm28841	Gm28841
Gm29656	Gm29656
Gm28842	Gm28842
Gm29655	Gm29655
Gm28837	Gm28837
Gm21647	Gm21647
Gm29653	Gm29653
Gm28838	Gm28838
Gm29654	Gm29654
Gm28839	Gm28839
Gm29651	Gm29651
Gm29652	Gm29652
Gm29080	Gm29080
Gm21841	Gm21841
Gm29081	Gm29081
Gm29077	Gm29077
Gm29076	Gm29076
Gm29079	Gm29079
Gm29078	Gm29078
Gm20870	Gm20870
Gm29225	Gm29225
Gm28483	Gm28483
Gm29226	Gm29226
Gm28484	Gm28484
Gm29227	Gm29227
Gm29386	Gm29386
Gm29384	Gm29384
Gm21896	Gm21896
Gm29280	Gm29280
Gm29279	Gm29279
Gm29182	Gm29182
Gm28260	Gm28260
Gm28261	Gm28261
Gm28264	Gm28264
Gm28463	Gm28463
Gm21757	Gm21757
Gm28968	Gm28968
Gm28495	Gm28495
Gm28468	Gm28468
Gm29255	Gm29255
Gm28332	Gm28332
Gm28678	Gm28678
Gm28333	Gm28333
Gm28334	Gm28334
Gm28335	Gm28335
Gm20903	Gm20903
Gm28336	Gm28336
Gm28272	Gm28272
Gm28337	Gm28337
Gm29256	Gm29256
Gm28259	Gm28259
Gm28338	Gm28338
Gm28273	Gm28273
Gm29028	Gm29028
Gm29029	Gm29029
Gm29615	Gm29615
Gm29030	Gm29030
Gm29023	Gm29023
Gm29025	Gm29025
Gm29026	Gm29026
Gm28213	Gm28213
Gm28212	Gm28212
Gm28227	Gm28227
Gm20905	Gm20905
Gm29411	Gm29411
Gm28222	Gm28222
Gm28820	Gm28820
Gm28223	Gm28223
Gm29412	Gm29412
Gm29671	Gm29671
Gm21878	Gm21878
Gm28162	Gm28162
Gm28789	Gm28789
Gm20738	Gm20738
Gm20814	Gm20814
Gm28787	Gm28787
Gm28788	Gm28788
Gm28545	Gm28545
Gm28547	Gm28547
Gm29278	Gm29278
Gm28546	Gm28546
Gm28608	Gm28608
Gm28607	Gm28607
Gm28771	Gm28771
Gm28772	Gm28772
Gm28606	Gm28606
Gm28773	Gm28773
Gm20850	Gm20850
Gm20897	Gm20897
Gm29574	Gm29574
Gm28774	Gm28774
Gm29575	Gm29575
Gm28775	Gm28775
Gm21765	Gm21765
Gm28776	Gm28776
Gm28176	Gm28176
Gm28786	Gm28786
Gm29360	Gm29360
Gm28121	Gm28121
Gm29497	Gm29497
Gm29499	Gm29499
Gm28123	Gm28123
Gm28120	Gm28120
Gm29313	Gm29313
Gm29498	Gm29498
Gm36782	Gm36782
Gm29839	Gm29839
Gm29314	Gm29314
Gm29310	Gm29310
Gm29311	Gm29311
Gm29312	Gm29312
Gm29308	Gm29308
Gm29309	Gm29309
Gm28702	Gm28702
Gm28701	Gm28701
Gm28699	Gm28699
Gm28705	Gm28705
Gm28704	Gm28704
Gm28540	Gm28540
Gm28537	Gm28537
Gm28538	Gm28538
Gm29569	Gm29569
Gm20867	Gm20867
Gm29568	Gm29568
Gm29567	Gm29567
Gm21198	Gm21198
Gm29566	Gm29566
Gm29565	Gm29565
Gm29147	Gm29147
Gm29146	Gm29146
Gm28664	Gm28664
Gm28663	Gm28663
Gm29148	Gm29148
Gm29145	Gm29145
Gm28817	Gm28817
Gm28816	Gm28816
Gm20806	Gm20806
Gm28815	Gm28815
Gm28813	Gm28813
Gm29274	Gm29274
Gm29275	Gm29275
Gm29276	Gm29276
Gm21805	Gm21805
Gm29645	Gm29645
Gm28312	Gm28312
Gm29042	Gm29042
Gm29031	Gm29031
Gm28311	Gm28311
Gm29032	Gm29032
Gm28310	Gm28310
Gm29606	Gm29606
Gm28568	Gm28568
Gm29189	Gm29189
Gm29286	Gm29286
Gm29285	Gm29285
Gm28280	Gm28280
Gm28159	Gm28159
Gm28278	Gm28278
Gm28160	Gm28160
Gm28157	Gm28157
Gm28161	Gm28161
Gm28695	Gm28695
Gm28696	Gm28696
Gm28886	Gm28886
Gm28899	Gm28899
Gm29426	Gm29426
Gm28885	Gm28885
Gm28887	Gm28887
Gm28896	Gm28896
Gm29444	Gm29444
Gm21783	Gm21783
Gm28895	Gm28895
Gm28894	Gm28894
Gm21829	Gm21829
Gm28457	Gm28457
Gm29324	Gm29324
Gm28741	Gm28741
Gm28742	Gm28742
Gm28458	Gm28458
Gm28743	Gm28743
Gm28461	Gm28461
Gm28124	Gm28124
Gm28460	Gm28460
Gm28126	Gm28126
Gm28851	Gm28851
Gm28125	Gm28125
Gm28456	Gm28456
Gm29648	Gm29648
Gm29468	Gm29468
Gm29646	Gm29646
Gm29469	Gm29469
Gm29472	Gm29472
Gm28549	Gm28549
Gm29473	Gm29473
Gm29211	Gm29211
Gm29212	Gm29212
Gm29382	Gm29382
Gm28224	Gm28224
Gm29210	Gm29210
Gm28226	Gm28226
Gm29213	Gm29213
Gm28225	Gm28225
Gm28550	Gm28550
Gm28604	Gm28604
Gm28829	Gm28829
Gm21901	Gm21901
Gm28565	Gm28565
Gm28566	Gm28566
Gm28697	Gm28697
Gm28828	Gm28828
Gm28554	Gm28554
Gm28831	Gm28831
Gm28832	Gm28832
Gm28658	Gm28658
Gm29238	Gm29238
Gm29056	Gm29056
Gm21088	Gm21088
Gm29239	Gm29239
Gm29098	Gm29098
Gm54343	Gm54343
Gm29373	Gm29373
Gm54344	Gm54344
Gm29370	Gm29370
Gm21751	Gm21751
Gm29476	Gm29476
Gm29166	Gm29166
Gm21717	Gm21717
Gm28194	Gm28194
Gm28753	Gm28753
Gm28475	Gm28475
Gm28476	Gm28476
Gm28193	Gm28193
Gm28751	Gm28751
Gm28752	Gm28752
Gm28726	Gm28726
Gm29267	Gm29267
Gm29268	Gm29268
Gm29269	Gm29269
Gm28757	Gm28757
Gm29270	Gm29270
Gm28348	Gm28348
Gm28973	Gm28973
Gm29271	Gm29271
Gm21734	Gm21734
Gm28972	Gm28972
Gm28970	Gm28970
Gm28971	Gm28971
Gm54345	Gm54345
Gm20854	Gm20854
Gm28349	Gm28349
Gm21892	Gm21892
Gm28346	Gm28346
Gm28345	Gm28345
Gm29090	Gm29090
Gm28152	Gm28152
Gm54346	Gm54346
Gm29505	Gm29505
Gm28823	Gm28823
Gm28871	Gm28871
Gm28220	Gm28220
Gm29512	Gm29512
Gm29511	Gm29511
Gm20820	Gm20820
Gm28219	Gm28219
Gm28218	Gm28218
Gm29121	Gm29121
Gm54347	Gm54347
Gm29120	Gm29120
Gm29117	Gm29117
Gm28057	Gm28057
Gm21796	Gm21796
Gm29302	Gm29302
Gm20883	Gm20883
Gm29119	Gm29119
Gm29118	Gm29118
Gm28440	Gm28440
Gm29299	Gm29299
Gm29116	Gm29116
Gm29298	Gm29298
Gm29092	Gm29092
Gm29091	Gm29091
Gm29320	Gm29320
Gm29297	Gm29297
Gm28366	Gm28366
Gm29319	Gm29319
Gm28317	Gm28317
Gm28318	Gm28318
Gm28313	Gm28313
Gm28314	Gm28314
Gm28315	Gm28315
Gm29115	Gm29115
Gm28316	Gm28316
Gm28944	Gm28944
Gm20906	Gm20906
Gm28943	Gm28943
Gm29111	Gm29111
Gm28946	Gm28946
Gm28110	Gm28110
Gm28945	Gm28945
Gm28109	Gm28109
Gm28108	Gm28108
Gm28106	Gm28106
Gm28949	Gm28949
Gm28948	Gm28948
Gm28716	Gm28716
Gm28717	Gm28717
Gm28718	Gm28718
Gm28950	Gm28950
Gm29162	Gm29162
Gm29169	Gm29169
Gm21777	Gm21777
Gm28866	Gm28866
Gm29063	Gm29063
Gm28737	Gm28737
Gm28405	Gm28405
Gm28738	Gm28738
Gm28406	Gm28406
Gm28978	Gm28978
Gm29436	Gm29436
Gm28197	Gm28197
Gm20819	Gm20819
Gm29437	Gm29437
Gm28736	Gm28736
Gm28977	Gm28977
Gm21840	Gm21840
Gm28407	Gm28407
Gm28735	Gm28735
Gm29391	Gm29391
Gm29392	Gm29392
Gm28672	Gm28672
Gm28734	Gm28734
Gm28232	Gm28232
Gm28670	Gm28670
Gm28732	Gm28732
Gm28673	Gm28673
Gm28733	Gm28733
Gm28674	Gm28674
Gm28233	Gm28233
Gm28235	Gm28235
Gm28234	Gm28234
Gm28930	Gm28930
Gm28236	Gm28236
Gm29504	Gm29504
Gm20747	Gm20747
Gm29250	Gm29250
Gm29251	Gm29251
Gm29252	Gm29252
Gm29248	Gm29248
Gm29484	Gm29484
Gm28908	Gm28908
Gm28907	Gm28907
Gm20929	Gm20929
Gm28910	Gm28910
Gm28909	Gm28909
Gm28276	Gm28276
Gm28274	Gm28274
Gm28275	Gm28275
Gm28290	Gm28290
Gm28292	Gm28292
Gm28291	Gm28291
Gm28293	Gm28293
Gm28698	Gm28698
Gm29305	Gm29305
Gm29303	Gm29303
Gm29307	Gm29307
Gm29557	Gm29557
Gm54348	Gm54348
Gm29306	Gm29306
Gm29558	Gm29558
Gm29555	Gm29555
Gm28355	Gm28355
Gm28354	Gm28354
Gm28352	Gm28352
Gm28200	Gm28200
Gm28201	Gm28201
Gm28202	Gm28202
Gm28204	Gm28204
Gm28205	Gm28205
Gm28206	Gm28206
Gm28207	Gm28207
Gm28208	Gm28208
Gm29224	Gm29224
Gm29222	Gm29222
Gm29221	Gm29221
Gm29220	Gm29220
Gm29132	Gm29132
Gm21450	Gm21450
Gm21843	Gm21843
Gm28889	Gm28889
Gm28691	Gm28691
Gm28692	Gm28692
Gm28690	Gm28690
Gm28689	Gm28689
Gm28687	Gm28687
Gm20987	Gm20987
Gm21918	Gm21918
Gm29207	Gm29207
Gm29204	Gm29204
Gm21577	Gm21577
Gm29206	Gm29206
Gm29614	Gm29614
Gm29613	Gm29613
Gm29612	Gm29612
Gm29343	Gm29343
Gm29342	Gm29342
Gm28598	Gm28598
Gm28599	Gm28599
Gm28185	Gm28185
Gm29037	Gm29037
Gm20823	Gm20823
Gm29548	Gm29548
Gm29547	Gm29547
Gm29545	Gm29545
Gm29544	Gm29544
Gm29209	Gm29209
Gm29549	Gm29549
Gm21617	Gm21617
Gm28589	Gm28589
Gm29420	Gm29420
Gm29421	Gm29421
Gm21627	Gm21627
Gm29422	Gm29422
Gm28808	Gm28808
Gm29060	Gm29060
Gm29061	Gm29061
Gm29062	Gm29062
Gm29057	Gm29057
Gm29625	Gm29625
Gm29058	Gm29058
Gm29059	Gm29059
Gm29628	Gm29628
Gm29623	Gm29623
Gm29622	Gm29622
Gm29265	Gm29265
Gm20908	Gm20908
Gm29259	Gm29259
Gm28860	Gm28860
Gm28252	Gm28252
Gm28859	Gm28859
Gm28254	Gm28254
Gm28861	Gm28861
Gm28255	Gm28255
Gm20924	Gm20924
Gm21848	Gm21848
Gm29457	Gm29457
Gm20736	Gm20736
Gm28558	Gm28558
Gm28560	Gm28560
Gm28561	Gm28561
Gm29584	Gm29584
Gm28134	Gm28134
Gm28135	Gm28135
Gm28133	Gm28133
Gm28137	Gm28137
Gm28138	Gm28138
Gm21837	Gm21837
Gm29378	Gm29378
Gm29379	Gm29379
Gm29380	Gm29380
Gm29381	Gm29381
Gm28795	Gm28795
Gm20852	Gm20852
Gm29003	Gm29003
Gm29001	Gm29001
Ssty2	Ssty2
