1:11789992-11790944 peak within reach of gene upregulated ttyh3b
1:11827800-11828387 peak within reach of gene upregulated ttyh3b
1:19397630-19398566 peak within reach of gene upregulated lap3
1:19397630-19398566 peak within reach of gene upregulated clockb
1:19664609-19665513 peak within reach of gene upregulated polr1e
1:19664609-19665513 peak within reach of gene upregulated tma16
1:21800101-21801003 peak within reach of gene upregulated zcchc7
1:26161377-26162490 peak within reach of gene upregulated mtap
1:29814559-29815467 peak within reach of gene upregulated raph1b
1:29812662-29813580 peak within reach of gene upregulated raph1b
1:29814559-29815467 peak within reach of gene upregulated zic2b
1:29812662-29813580 peak within reach of gene upregulated zic2b
1:29814559-29815467 peak within reach of gene upregulated pcca
1:29812662-29813580 peak within reach of gene upregulated pcca
1:35930949-35931862 peak within reach of gene upregulated smad1
1:35930949-35931862 peak within reach of gene upregulated mmaa
1:38687772-38688659 peak within reach of gene upregulated gpm6ab
1:40827344-40828236 peak within reach of gene upregulated hmx4
1:40832325-40833308 peak within reach of gene upregulated hmx4
1:40926845-40927749 peak within reach of gene upregulated hmx4
1:40886441-40887345 peak within reach of gene upregulated hmx4
1:40914262-40915151 peak within reach of gene upregulated hmx4
1:40910868-40911714 peak within reach of gene upregulated hmx4
1:40920213-40921112 peak within reach of gene upregulated hmx4
1:40827344-40828236 peak within reach of gene upregulated hmx1
1:40832325-40833308 peak within reach of gene upregulated hmx1
1:40926845-40927749 peak within reach of gene upregulated hmx1
1:40886441-40887345 peak within reach of gene upregulated hmx1
1:40914262-40915151 peak within reach of gene upregulated hmx1
1:40910868-40911714 peak within reach of gene upregulated hmx1
1:40920213-40921112 peak within reach of gene upregulated hmx1
1:5523827-5524794 peak within reach of gene upregulated atic
1:945891-946778 peak within reach of gene upregulated gart
1:899682-900575 peak within reach of gene upregulated gart
1:933173-934106 peak within reach of gene upregulated gart
